,Media,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
123,CBS,Sun Jan 28 20:35:39 +0000 2018,"Being nominated for a GRAMMY, doesn’t change much for @DannyGokey! #GRAMMYs https://t.co/JNy0Q6sTpZ",0.0,0.0,0.0,1.0,77
124,CBS,Sun Jan 28 20:32:44 +0000 2018,We’re going to party like it’s @marvinsapp’s birthday at The #GRAMMYs! https://t.co/QhWz0hoe7u,0.6696,0.355,0.0,0.645,76
125,CBS,Sun Jan 28 18:57:11 +0000 2018,"Cheers! The countdown is on to The 60th Annual #GRAMMYs, airing tonight on CBS. Get ready to celebrate with a signa… https://t.co/3yZ7mvBVNC",0.8622,0.348,0.0,0.652,75
126,CBS,Sun Jan 28 16:00:08 +0000 2018,GRAMMY nominee @LuisFonsi describes how his chart-topping hit with @JustinBieber and @Daddy_Yankee was meant to be!… https://t.co/GQ6GxXMPPE,0.0,0.0,0.0,1.0,74
127,CBS,Sun Jan 28 14:30:04 +0000 2018,GRAMMY-nominated rapper @Logic301 is excited to perform live during Music's Biggest Night®! Watch The 60th Annual… https://t.co/EwbLezXIro,0.4003,0.144,0.0,0.856,73
128,CBS,Sun Jan 28 13:00:06 +0000 2018,"To enjoy past iconic GRAMMY R&amp;B performances from artists like @johnlegend, start your free trial and watch only on… https://t.co/jSTrKlzqOZ",0.8402,0.346,0.0,0.654,72
129,CBS,Sun Jan 28 12:00:07 +0000 2018,"Country music star @MarenMorris is performing at the #GRAMMYs tonight! Tune in at 7:30pm ET / 4:30pm PT on CBS, or… https://t.co/97AStLeGRF",0.0,0.0,0.0,1.0,71
130,CBS,Sun Jan 28 02:37:51 +0000 2018,"Go backstage at the #GRAMMYs rehearsals with performers @OfficialSting, @EltonOfficial, Logic and more! Don't miss… https://t.co/NYMJXOYsQE",0.0,0.0,0.0,1.0,70
131,CBS,Sat Jan 27 23:30:02 +0000 2018,#CBS and the @HolocaustMuseum honor the victims of the Nazi Holocaust on International Holocaust Remembrance Day.… https://t.co/Xm6c4Jgiyy,0.2263,0.156,0.112,0.732,69
132,CBS,Sat Jan 27 22:48:16 +0000 2018,"Tomorrow, @LuisFonsi and @Daddy_Yankee will take the stage to perform their GRAMMY-nominated hit, 'Despacito'! Don'… https://t.co/5FTE9syKuk",0.0,0.0,0.0,1.0,68
133,CBS,Sat Jan 27 22:00:05 +0000 2018,"#ThatsHarassment: 6 timely short films starring @CynthiaNixon, @michaeljkellyjr, @gracegummer, @JosephSikora4,… https://t.co/6CVoUPIRRH",0.0,0.0,0.0,1.0,67
134,CBS,Sat Jan 27 20:53:53 +0000 2018,"Host James Corden can't wait to see performances by @LadyGaga, @U2, @KendrickLamar, @SamSmithWorld and more top art… https://t.co/h9oSkOMZrU",0.2716,0.11,0.0,0.89,66
135,CBS,Sat Jan 27 15:00:04 +0000 2018,Acceptance is about understanding who you are. Don't miss @RitaOra talk live about the inspiration behind her lates… https://t.co/qJhQ8LO5fe,0.781,0.329,0.0,0.671,65
136,CBS,Sat Jan 27 14:00:03 +0000 2018,Can you guess which artists have won all of these #GRAMMYs? Find out who will win big this year at The 60th Annual… https://t.co/EGQ3ORlrua,0.8176,0.254,0.0,0.746,64
137,CBS,Sat Jan 27 13:00:06 +0000 2018,Love @carrieunderwood and @KeithUrban? Watch their memorable collaboration plus other past iconic GRAMMY country pe… https://t.co/rjwwdxmGwX,0.6369,0.219,0.0,0.781,63
138,CBS,Sat Jan 27 12:00:02 +0000 2018,"Tomorrow, celebrate sixty years of #GRAMMYs with music's biggest stars! Stream The 60th Annual GRAMMY Awards® live… https://t.co/1eWYEsP3N8",0.6114,0.19,0.0,0.81,62
139,CBS,Sat Jan 27 00:37:07 +0000 2018,Don't miss Bruno Mars: 24K Magic Live at the Apollo tonight at 8/7c on CBS and CBS All Access! #BrunoMars https://t.co/KeszQoPZTG,0.1867,0.08,0.0,0.92,61
140,CBS,Fri Jan 26 23:46:07 +0000 2018,Remember all of @JKCorden's hilarious #GRAMMYs moments from last year? Refresh your memory before the @latelateshow… https://t.co/WCMvua6T3C,0.4019,0.144,0.0,0.856,60
141,CBS,Fri Jan 26 23:00:06 +0000 2018,"To enjoy past iconic GRAMMY rap performances from artists like @OfficialRunDMC and @kendricklamar, start your free… https://t.co/G9tfvNOjcG",0.6908,0.275,0.0,0.725,59
142,CBS,Fri Jan 26 20:24:12 +0000 2018,It's time to roll out the red carpet: The #GRAMMYs are just a few days away! Go backstage at the rehearsals before… https://t.co/28HEJrk30O,0.0,0.0,0.0,1.0,58
143,CBS,Fri Jan 26 18:49:05 +0000 2018,"RT @BlueBloods_CBS: Do you know what to do if you face sexual harassment? CBS is proud to partner with @AdCouncil, Actor and Producer @Davi…",-0.1027,0.108,0.122,0.769,57
144,CBS,Fri Jan 26 18:48:51 +0000 2018,"RT @NCISLA: Do you know what to do if you face sexual harassment? CBS is proud to partner with @AdCouncil, Actor and Producer @DavidSchwimm…",-0.1027,0.108,0.122,0.769,56
145,CBS,Fri Jan 26 18:48:43 +0000 2018,"RT @CrimMinds_CBS: Do you know what to do if you face sexual harassment? CBS is proud to partner with @AdCouncil, Actor and Producer @David…",-0.1027,0.108,0.122,0.769,55
146,CBS,Fri Jan 26 18:44:03 +0000 2018,"#CBS is proud to partner with @AdCouncil, Actor/Producer @DavidSchwimmer, Writer/Director Sigal Avin and @rainn to… https://t.co/7OM7zJEDwQ",0.4767,0.171,0.0,0.829,54
147,CBS,Fri Jan 26 14:30:02 +0000 2018,"In two days, music superstars @EltonOfficial, @LadyGaga, @U2 and more will take the stage at The 60th Annual… https://t.co/EMw2fbEMo4",0.0,0.0,0.0,1.0,53
148,CBS,Fri Jan 26 12:00:06 +0000 2018,Don't miss a second of Music's Biggest Night®! Here's how to watch The 60th Annual #GRAMMYs this Sunday at 7:30pm E… https://t.co/3pCKbzbSn1,0.1867,0.08,0.0,0.92,52
149,CBS,Fri Jan 26 06:17:06 +0000 2018,These pro NFL players blew everyone away with their impressive off-the-field skills! Catch up on MVP: Most Valuable… https://t.co/aep4DGEgKe,0.5562,0.166,0.0,0.834,51
150,CBS,Fri Jan 26 01:51:22 +0000 2018,Which pro football player will take home the title of Most Valuable Performer? You decide! Cast your vote here:… https://t.co/dou5WRizMk,0.5697,0.162,0.0,0.838,50
151,CBS,Fri Jan 26 01:48:27 +0000 2018,RT @playmyrockets: I take my hat off for the bravery to players to showcase another side of ART! #MVPCBS ????,0.5411,0.162,0.0,0.838,49
152,CBS,Fri Jan 26 01:37:10 +0000 2018,RT @MissIzzieBella: Adorable that @DomataPeko plays the guitar with his wife at his side. And who doesn’t like Bob Marley!? #MVPCBS,0.7901,0.307,0.0,0.693,48
153,CBS,Fri Jan 26 01:14:43 +0000 2018,RT @SGIII: Awesome show thus far #MVPCBS,0.6249,0.406,0.0,0.594,47
154,CBS,Fri Jan 26 01:10:39 +0000 2018,RT @Ravens: Who’s tuned in on @CBS? #MVPCBS https://t.co/9YmfawIIMH,0.0,0.0,0.0,1.0,46
155,CBS,Fri Jan 26 01:06:27 +0000 2018,"RT @Bibliophile23: Watching #MVPCBS to vote for @Jonathanstewar1 for the win!
#KeepPounding #PantherNation",0.6239,0.254,0.0,0.746,45
156,CBS,Fri Jan 26 01:05:35 +0000 2018,RT @LoveGators4ever: Watching my Ravens on #MVPCBS We all know who my vote is for... Alex Collins ?????? #RavensFlock #RavensNation,0.0,0.0,0.0,1.0,44
157,CBS,Fri Jan 26 00:59:14 +0000 2018,Get ready to watch @Broncos player @DomataPeko show off his guitar skills along with the 5 other finalists on MVP:… https://t.co/QjLlKrel8U,0.3612,0.116,0.0,0.884,43
158,CBS,Fri Jan 26 00:30:03 +0000 2018,"Tonight, these star NFL players are showcasing their off-the-field talents on MVP: Most Valuable Performer! Tune in… https://t.co/oFHAmaOexU",0.7707,0.295,0.0,0.705,42
159,CBS,Thu Jan 25 23:58:56 +0000 2018,Need more @ladygaga and @eltonofficial in your life? Watch their unforgettable moment on the #GRAMMYs stage and oth… https://t.co/TkpovCXJqr,0.0,0.0,0.0,1.0,41
160,CBS,Thu Jan 25 23:01:32 +0000 2018,"In three days, ride shotgun with @latelateshow star James Corden when he returns to host The 60th Annual #GRAMMYs®… https://t.co/7hqECfNg32",0.0,0.0,0.0,1.0,40
161,CBS,Thu Jan 25 22:00:06 +0000 2018,"Tonight, @NCISLA star @LLCoolJ hosts MVP: Most Valuable Performer, a new interactive talent show featuring pro foot… https://t.co/opheORITLq",0.7346,0.292,0.0,0.708,39
162,CBS,Thu Jan 25 21:03:28 +0000 2018,Murphy Brown (and Candice Bergen) are set to return to #CBS for the 2018-2019 broadcast season! Brace yourself for… https://t.co/KMeIMvJyCg,0.0,0.0,0.0,1.0,38
163,CBS,Thu Jan 25 19:14:40 +0000 2018,"Tonight, don't miss MVP: Most Valuable Performer, a unique talent show hosted by @LLCoolJ featuring pro football st… https://t.co/Bx9JFOUD7r",0.7675,0.337,0.0,0.663,37
164,CBS,Thu Jan 25 17:20:00 +0000 2018,Watch music's biggest names arrive in style live on Facebook with 'GRAMMYs Live from the Red Carpet' this Sunday at… https://t.co/OrVspJnI9x,0.0,0.0,0.0,1.0,36
165,CBS,Thu Jan 25 14:50:05 +0000 2018,"? Tony Bennet (@itstonybennett), Dave Chapelle, @ShemarMoore, @Kelly_Clarkson, @TheRealEve, @johnlegend and many mo… https://t.co/fawCN6AiXY",0.0,0.0,0.0,1.0,35
166,CBS,Thu Jan 25 01:44:32 +0000 2018,New York Giants player Brandon Marshall will be guest judging tomorrow on MVP: Most Valuable Performer! Don't miss… https://t.co/VQE8CAsmZt,0.5697,0.17,0.0,0.83,34
167,CBS,Thu Jan 25 01:08:45 +0000 2018,We are on the red carpet with @etnow's @DDirecto as he talks to this year’s performers in the CBS Diversity Comedy… https://t.co/dfjt2xBsQd,0.0,0.0,0.0,1.0,33
168,CBS,Wed Jan 24 23:45:45 +0000 2018,"Tomorrow, @ScorpionCBS star @KatharineMcPhee will appear as a celebrity judge on MVP: Most Valuable Performer! Watc… https://t.co/mY528oVpRa",0.5697,0.197,0.0,0.803,32
169,CBS,Wed Jan 24 22:46:19 +0000 2018,Acceptance is about understanding who you are. Don't miss @RitaOra talk live about the inspiration behind her lates… https://t.co/2z6MQwvqBz,0.781,0.329,0.0,0.671,31
170,CBS,Wed Jan 24 20:02:13 +0000 2018,"To mark International Holocaust Remembrance Day on Jan. 27, CBS is proud to partner with the @HolocaustMuseum to la… https://t.co/tVSuLmOodh",0.4767,0.14,0.0,0.86,30
171,CBS,Wed Jan 24 16:30:03 +0000 2018,Here's a little mid-week inspiration to get you through until Music's Biggest Night®! For more uplifting speeches a… https://t.co/2b1bumIcpg,0.5289,0.167,0.0,0.833,29
172,CBS,Wed Jan 24 14:51:01 +0000 2018,"Stars @OfficialSting, Emmylou Harris (@EmmylouSongbird) with @ChrisStapleton, @GaryClarkJr with @JonBatiste and… https://t.co/36WvPfrF6c",0.0,0.0,0.0,1.0,28
173,CBS,Wed Jan 24 01:32:59 +0000 2018,Watch Cleveland @Browns player Kevin Zeitler teach his dog new tricks as a finalist on MVP: Most Valuable Performer… https://t.co/xShrx7gkXA,0.4391,0.155,0.069,0.777,27
174,CBS,Tue Jan 23 22:43:37 +0000 2018,.@SuperiorDonuts star @MazJobrani will appear as a celebrity judge on MVP: Most Valuable Performer! Watch the live… https://t.co/5FMnn6Uhkk,0.5697,0.187,0.0,0.813,26
175,CBS,Tue Jan 23 20:29:55 +0000 2018,"In one week, the most entertaining commercials will face off in an epic showdown of Man vs. Beast! Cast your vote n… https://t.co/bgoQNeFPH5",0.54,0.137,0.0,0.863,25
176,CBS,Tue Jan 23 19:50:14 +0000 2018,RT @CBSTweet: A win for the #Patriots is a win for @DomataPeko as he is now a part of #MVPCBS! The @Broncos Nose Tackle will be competing L…,0.8356,0.255,0.0,0.745,24
177,CBS,Tue Jan 23 18:12:58 +0000 2018,".@KatharineMcphee, @MazJobrani &amp; Brandon Marshall (@BMarshh54) are the celebrity judges of MVP: Most Valuable Perfo… https://t.co/hAWDvLLVYx",0.5256,0.184,0.0,0.816,23
178,CBS,Tue Jan 23 01:14:56 +0000 2018,Bet you didn't know that Baltimore @Ravens kicker Justin Tucker is also an amazing opera singer! Watch him compete… https://t.co/qrfQ5z0RRP,0.6239,0.177,0.0,0.823,22
179,CBS,Mon Jan 22 21:17:15 +0000 2018,"#CBS is proud to partner with @AdCouncil, Actor/Producer @DavidSchwimmer, Writer/Director Sigal Avin and @RAINN01 t… https://t.co/7MWrml2lxx",0.4767,0.171,0.0,0.829,21
180,CBS,Mon Jan 22 19:30:39 +0000 2018,"This touching ad will steal your heart! Watch them all and cast your vote for Super Bowl Greatest Commercials 2018,… https://t.co/gNE70WhtsQ",0.7345,0.284,0.108,0.608,20
181,CBS,Mon Jan 22 18:37:35 +0000 2018,"Vote now and don't forget to tune in Tuesday, January 30 at 8/7c on CBS and CBS All Access to find out which unforg… https://t.co/T7bzcOdr5T",0.1695,0.065,0.0,0.935,19
182,CBS,Sun Jan 21 23:30:01 +0000 2018,Baltimore @Ravens player Brandon Williams is a finalist in MVP: Most Valuable Performer! Watch him compete live and… https://t.co/NSNqmsmUSo,0.5697,0.178,0.0,0.822,18
183,CBS,Sun Jan 21 22:55:34 +0000 2018,"RT @CBSTweet: Thank you for voting #JonathanStewart of the @panthers into #MVPCBS, where he will be Playing Piano to win your vote for Most…",0.7964,0.278,0.0,0.722,17
184,CBS,Sun Jan 21 14:16:30 +0000 2018,? Don’t miss the AFC Championship! Stream the Jacksonville Jaguars at New England Patriots LIVE today at 3:05PM ET… https://t.co/DEdEUxlVgQ,0.3802,0.146,0.073,0.78,16
185,CBS,Sun Jan 21 12:00:06 +0000 2018,"Witness the music legends that will go down in history. In one week, watch The 60th Annual #GRAMMYs Sunday, January… https://t.co/Cix3JRI7mS",0.0,0.0,0.0,1.0,15
186,CBS,Sat Jan 20 23:43:46 +0000 2018,New England @Patriots players Cody &amp; Jacob Hollister are finalists of MVP: Most Valuable Performer! Watch them show… https://t.co/9mnVw7WCW1,0.5697,0.17,0.0,0.83,14
187,CBS,Sat Jan 20 23:28:44 +0000 2018,"RT @CBSTweet: ""Always remember there's no place like first"" @Ravens running back @Budda03 is ready to put on his dance shoes for #MVPCBS! #…",0.4753,0.186,0.077,0.737,13
188,CBS,Sat Jan 20 00:42:23 +0000 2018,Carolina @Panthers player Jonathan Stewart is a finalist of MVP: Most Valuable Performer! Watch him compete on the… https://t.co/qhRjuRdRF2,0.5697,0.178,0.0,0.822,12
189,CBS,Fri Jan 19 22:53:48 +0000 2018,RT @CBSTweet: A special thank you from @Browns guard @kzeit70 on behalf of himself and his dog Amber for voting him into #MVPCBS! Don't mis…,0.6696,0.2,0.0,0.8,11
190,CBS,Fri Jan 19 12:06:04 +0000 2018,"Cast your vote for your favorite commercial now, then tune in to see which spot is named champion! Watch Super Bowl… https://t.co/2dGlQvBQED",0.902,0.369,0.0,0.631,10
191,CBS,Thu Jan 18 20:35:02 +0000 2018,Baltimore @Ravens running back Alex Collins (@Budda03) is one of the finalists of MVP: Most Valuable Performer! Wat… https://t.co/7RV0vMyg2F,0.5697,0.17,0.0,0.83,9
192,CBS,Thu Jan 18 20:05:07 +0000 2018,RT @CBSTweet: Let's go!!!! Thank you to the fans for voting in #BrandonWilliams from the @ravens! BrandonW_66 is ready to show off his sing…,0.7326,0.219,0.0,0.781,8
193,CBS,Thu Jan 18 19:04:56 +0000 2018,"#TBT to when @latelateshow's @JKCorden brought Carpool Karaoke to the #GRAMMYs with @JLo, @JohnLegend, @FaithHill a… https://t.co/MNqRh1rgIK",0.0,0.0,0.0,1.0,7
194,CBS,Thu Jan 18 18:29:17 +0000 2018,Find out if your top pick made it to the final round of MVP: Most Valuable Performer! Watch the finalists compete d… https://t.co/nhSJ1SDZDK,0.6689,0.207,0.0,0.793,6
195,CBS,Thu Jan 18 14:45:10 +0000 2018,"Country stars @brothersosborne, @ericchurch &amp; @marenmorris will perform a special tribute to honor the victims of t… https://t.co/m0zbaY6AH0",0.5574,0.266,0.104,0.631,5
196,CBS,Thu Jan 18 02:28:47 +0000 2018,.@ZaneLowe and @AppleMusic's latest #UpNext artist @stefflondon stop by the @LateLateShow tonight! https://t.co/q8EGVM5Bky,-0.3595,0.0,0.172,0.828,4
197,CBS,Wed Jan 17 23:59:46 +0000 2018,"When these #SuperBowlCommercials face off, who will win - Man or Beast? Watch all the memorable spots and cast your… https://t.co/Qbu0Ah0toB",0.5859,0.167,0.0,0.833,3
198,CBS,Wed Jan 17 19:54:17 +0000 2018,"2018 GRAMMY® nominee @LadyGaga is never afraid to push boundaries.

Watch her perform live at The 60th Annual… https://t.co/TqqoTcVs2i",0.0,0.0,0.0,1.0,2
199,CBS,Wed Jan 17 19:04:12 +0000 2018,#StrangeAngel Casting News: @rupertfriend joins the cast of the upcoming CBS All Access original drama series. Lear… https://t.co/xOq0SC6ove,0.3182,0.119,0.0,0.881,1
200,BBC,Sun Jan 28 21:00:07 +0000 2018,"It took nearly three minutes to do this maths trick… but the payoff was 100% worth it! ?

#QI https://t.co/J70MZ39DdI",0.3903,0.128,0.0,0.872,100
201,BBC,Sun Jan 28 20:30:03 +0000 2018,? Canadian-based dance collective Le Patin Libre use ice in daring and dazzling new ways.… https://t.co/bt7AUqNpMJ,0.3612,0.152,0.0,0.848,99
202,BBC,Sun Jan 28 19:30:05 +0000 2018,This is the inspiring story of how Alex is saying NO to bullying. https://t.co/3LTbjXcSJw,-0.6166,0.136,0.331,0.533,98
203,BBC,Sun Jan 28 19:03:04 +0000 2018,"Tonight, @ChrisGPackham searches for a tribal girl he met in 1998 whose jungle home is under threat. 

Chris Packha… https://t.co/5GOKSs6HEq",-0.5267,0.0,0.159,0.841,97
204,BBC,Sun Jan 28 18:30:10 +0000 2018,"?? Whether you’re a veggie household or simply cutting down on your meat intake, here are ten veggie classics that… https://t.co/8wlUIGenAF",-0.128,0.0,0.073,0.927,96
205,BBC,Sun Jan 28 18:00:06 +0000 2018,"?? Fancy breakfast in bed with a giraffe?

#AmazingHotels https://t.co/VaqLUnPY0H",0.0,0.0,0.0,1.0,95
206,BBC,Sun Jan 28 17:30:07 +0000 2018,"In 2002, Iiberian lynx were the rarest cats in the world. 

Now up to 500 roam wild in Spain and Portugal once agai… https://t.co/QuOHpGPVe8",0.0,0.0,0.0,1.0,94
207,BBC,Sun Jan 28 17:00:04 +0000 2018,"From Ariel to the arial bars, these mermaids have crawled out of the ocean and on to the floor. ? https://t.co/gjASMN8PzL",0.0,0.0,0.0,1.0,93
208,BBC,Sun Jan 28 16:30:06 +0000 2018,"? From royal news to surfing dogs, here are 13 times @BBCSimonMcCoy was the news gift that kept on giving. 
?… https://t.co/C6Ic1q6lZH",0.6486,0.218,0.0,0.782,92
209,BBC,Sun Jan 28 16:00:08 +0000 2018,"Mitch's life was changed forever, but thanks to a special gift, he can still chase his goals. ??https://t.co/NNlWa4deRy",0.9052,0.446,0.0,0.554,91
210,BBC,Sun Jan 28 15:30:08 +0000 2018,"?Do you know how to use a defibrillator?

This video could help you save a life. https://t.co/wOkfddUbqB",0.7096,0.312,0.0,0.688,90
211,BBC,Sun Jan 28 15:00:06 +0000 2018,"????? 'A man needs his 'guins.' 

@DavidKHarbour is about to go dancing with penguins. 
? https://t.co/X8GuJOVwST https://t.co/BfBulvLfjB",0.0,0.0,0.0,1.0,89
212,BBC,Sun Jan 28 14:30:09 +0000 2018,"Don't judge a zebra by its stripes.

DNA evidence challenges the idea that we can tell subspecies apart based on va… https://t.co/J7x6N0fY0f",0.0772,0.061,0.0,0.939,88
213,BBC,Sun Jan 28 14:19:18 +0000 2018,"RT @BBCBreakfast: Singer and rapper, @CraigDavid says he has learnt a lot during his 17 years in the music industry and 'living in the mome…",0.0,0.0,0.0,1.0,87
214,BBC,Sun Jan 28 14:17:42 +0000 2018,RT @bbcthesocial: Mind blown ? https://t.co/eIuR72Tyzn,0.0,0.0,0.0,1.0,86
215,BBC,Sun Jan 28 14:17:35 +0000 2018,RT @bbcthree: Michelle is different from your average 20-year-old but she's ok with that. https://t.co/Yv3aOHsBlK,0.4215,0.167,0.0,0.833,85
216,BBC,Sun Jan 28 14:00:07 +0000 2018,"? How do rock stars and artists spend their leisure time?

Here are some of the pursuits that keep our favourite cr… https://t.co/e56TG1pKKc",0.0,0.0,0.0,1.0,84
217,BBC,Sun Jan 28 13:00:13 +0000 2018,"Why do people long for predictions in exactly the areas that are unpredictable? ?
https://t.co/7o3VCZyQXR",0.0,0.0,0.0,1.0,83
218,BBC,Sun Jan 28 12:53:44 +0000 2018,"RT @BBCSpringwatch: Look how still this kingfisher keeps it head while hunting, incredible! #Winterwatch https://t.co/QW8saez9Qo",0.0,0.0,0.0,1.0,82
219,BBC,Sun Jan 28 12:18:28 +0000 2018,?? Roger Federer has won his sixth Australian Open and 20th Grand Slam title with a five-set victory over Marin Cil… https://t.co/vkozLA9X1S,0.6249,0.245,0.095,0.659,81
220,BBC,Sun Jan 28 21:00:07 +0000 2018,"It took nearly three minutes to do this maths trick… but the payoff was 100% worth it! ?

#QI https://t.co/J70MZ39DdI",0.3903,0.128,0.0,0.872,80
221,BBC,Sun Jan 28 20:30:03 +0000 2018,? Canadian-based dance collective Le Patin Libre use ice in daring and dazzling new ways.… https://t.co/bt7AUqNpMJ,0.3612,0.152,0.0,0.848,79
222,BBC,Sun Jan 28 19:30:05 +0000 2018,This is the inspiring story of how Alex is saying NO to bullying. https://t.co/3LTbjXcSJw,-0.6166,0.136,0.331,0.533,78
223,BBC,Sun Jan 28 19:03:04 +0000 2018,"Tonight, @ChrisGPackham searches for a tribal girl he met in 1998 whose jungle home is under threat. 

Chris Packha… https://t.co/5GOKSs6HEq",-0.5267,0.0,0.159,0.841,77
224,BBC,Sun Jan 28 18:30:10 +0000 2018,"?? Whether you’re a veggie household or simply cutting down on your meat intake, here are ten veggie classics that… https://t.co/8wlUIGenAF",-0.128,0.0,0.073,0.927,76
225,BBC,Sun Jan 28 18:00:06 +0000 2018,"?? Fancy breakfast in bed with a giraffe?

#AmazingHotels https://t.co/VaqLUnPY0H",0.0,0.0,0.0,1.0,75
226,BBC,Sun Jan 28 17:30:07 +0000 2018,"In 2002, Iiberian lynx were the rarest cats in the world. 

Now up to 500 roam wild in Spain and Portugal once agai… https://t.co/QuOHpGPVe8",0.0,0.0,0.0,1.0,74
227,BBC,Sun Jan 28 17:00:04 +0000 2018,"From Ariel to the arial bars, these mermaids have crawled out of the ocean and on to the floor. ? https://t.co/gjASMN8PzL",0.0,0.0,0.0,1.0,73
228,BBC,Sun Jan 28 16:30:06 +0000 2018,"? From royal news to surfing dogs, here are 13 times @BBCSimonMcCoy was the news gift that kept on giving. 
?… https://t.co/C6Ic1q6lZH",0.6486,0.218,0.0,0.782,72
229,BBC,Sun Jan 28 16:00:08 +0000 2018,"Mitch's life was changed forever, but thanks to a special gift, he can still chase his goals. ??https://t.co/NNlWa4deRy",0.9052,0.446,0.0,0.554,71
230,BBC,Sun Jan 28 15:30:08 +0000 2018,"?Do you know how to use a defibrillator?

This video could help you save a life. https://t.co/wOkfddUbqB",0.7096,0.312,0.0,0.688,70
231,BBC,Sun Jan 28 15:00:06 +0000 2018,"????? 'A man needs his 'guins.' 

@DavidKHarbour is about to go dancing with penguins. 
? https://t.co/X8GuJOVwST https://t.co/BfBulvLfjB",0.0,0.0,0.0,1.0,69
232,BBC,Sun Jan 28 14:30:09 +0000 2018,"Don't judge a zebra by its stripes.

DNA evidence challenges the idea that we can tell subspecies apart based on va… https://t.co/J7x6N0fY0f",0.0772,0.061,0.0,0.939,68
233,BBC,Sun Jan 28 14:19:18 +0000 2018,"RT @BBCBreakfast: Singer and rapper, @CraigDavid says he has learnt a lot during his 17 years in the music industry and 'living in the mome…",0.0,0.0,0.0,1.0,67
234,BBC,Sun Jan 28 14:17:42 +0000 2018,RT @bbcthesocial: Mind blown ? https://t.co/eIuR72Tyzn,0.0,0.0,0.0,1.0,66
235,BBC,Sun Jan 28 14:17:35 +0000 2018,RT @bbcthree: Michelle is different from your average 20-year-old but she's ok with that. https://t.co/Yv3aOHsBlK,0.4215,0.167,0.0,0.833,65
236,BBC,Sun Jan 28 14:00:07 +0000 2018,"? How do rock stars and artists spend their leisure time?

Here are some of the pursuits that keep our favourite cr… https://t.co/e56TG1pKKc",0.0,0.0,0.0,1.0,64
237,BBC,Sun Jan 28 13:00:13 +0000 2018,"Why do people long for predictions in exactly the areas that are unpredictable? ?
https://t.co/7o3VCZyQXR",0.0,0.0,0.0,1.0,63
238,BBC,Sun Jan 28 12:53:44 +0000 2018,"RT @BBCSpringwatch: Look how still this kingfisher keeps it head while hunting, incredible! #Winterwatch https://t.co/QW8saez9Qo",0.0,0.0,0.0,1.0,62
239,BBC,Sun Jan 28 12:18:28 +0000 2018,?? Roger Federer has won his sixth Australian Open and 20th Grand Slam title with a five-set victory over Marin Cil… https://t.co/vkozLA9X1S,0.6249,0.245,0.095,0.659,61
240,BBC,Sun Jan 28 12:13:59 +0000 2018,"RT @BBCSport: That's why they call him the #GOAT.

Roger Federer has won his SIXTH #ausopen and his TWENTIETH Grand Slam title.

Absolutely…",0.6249,0.229,0.089,0.683,60
241,BBC,Sun Jan 28 12:00:05 +0000 2018,"?? David Attenborough &amp; @ProfBrianCox are Charles Darwin fanboys.

#PeopleOfScience | Watch on @BBCiPlayer https://t.co/t3tzCIZyvu",0.0,0.0,0.0,1.0,59
242,BBC,Sun Jan 28 11:30:09 +0000 2018,"? Think you know your stuff about penguins? 

See if you can peng-win in this @CBBC penguin quiz.
?… https://t.co/90hzXs9eLw",0.0,0.0,0.0,1.0,58
243,BBC,Sun Jan 28 11:00:11 +0000 2018,"? Ring of Fire's volcanic and quake activity is normal, say scientists. 
? https://t.co/S4BzvHWown https://t.co/HcwtysDbJo",0.0,0.0,0.0,1.0,57
244,BBC,Sun Jan 28 10:30:04 +0000 2018,"More than 11 billion items of plastic were found on a third of coral reefs surveyed in the Asia-Pacific region.

Th… https://t.co/iA1OOWNZ4k",0.0,0.0,0.0,1.0,56
245,BBC,Sun Jan 28 10:00:02 +0000 2018,"??? What helps you talk about depression?  

#BBCLikeMinds https://t.co/QEjc3nWqPr",-0.2732,0.195,0.278,0.526,55
246,BBC,Sun Jan 28 09:37:47 +0000 2018,RT @1Xtra: Now on @Diplo and Friends Tokyo’s finest @masayoshi_JP brings a bag of exclusives and forthcoming material from the legendary Tr…,0.4767,0.134,0.0,0.866,54
247,BBC,Sun Jan 28 09:37:18 +0000 2018,RT @BBCRadio4: WB Yeats died on this day in 1939. Here he reads his poem 'The Lake Isle of Innisfree' https://t.co/WCBuSBMFsO https://t.co/…,-0.5574,0.0,0.146,0.854,53
248,BBC,Sun Jan 28 09:30:02 +0000 2018,"?? Rewatch the moment Michael blew the judges away with his Proud Mary performance.

#AllTogetherNow https://t.co/s5YqfGHPtu",0.4767,0.171,0.0,0.829,52
249,BBC,Sun Jan 28 09:00:06 +0000 2018,"? Why do we see faces in unexpected places?

'Pareidolia' is the psychological phenomenon of spotting familiar patt… https://t.co/azGP7YWK28",0.0,0.0,0.0,1.0,51
250,BBC,Sun Jan 28 08:00:09 +0000 2018,"Shops, cafes and businesses will offer free water refill points in every major city and town in England by 2021 to… https://t.co/ScxSlRtZ6w",0.5106,0.136,0.0,0.864,50
251,BBC,Sun Jan 28 08:00:04 +0000 2018,RT @BBCOne: WOW. Rewatch the moment Michael blew the judges away with his Proud Mary on #AllTogetherNow. https://t.co/QaKOTmwQBQ,0.824,0.323,0.0,0.677,49
